ZEIT,CO2-Emissionen - EE Wärme,CO2-Emissionen - Erdgas,CO2-Emissionen - Fernwärme,CO2-Emissionen - Gewerbe + Sonstige - Anteil,CO2-Emissionen - Gewerbe + Sonstige - EE Wärme,CO2-Emissionen - Gewerbe + Sonstige - Erdgas,CO2-Emissionen - Gewerbe + Sonstige - Fernwärme,CO2-Emissionen - Gewerbe + Sonstige - Heizöl,CO2-Emissionen - Gewerbe + Sonstige - Kraftstoffmix Verkehr,CO2-Emissionen - Gewerbe + Sonstige - Strom,CO2-Emissionen - Gewerbe + Sonstige - Summe,CO2-Emissionen - Heizöl,CO2-Emissionen - Industrie - Anteil,CO2-Emissionen - Industrie - EE Wärme,CO2-Emissionen - Industrie - Erdgas,CO2-Emissionen - Industrie - Fernwärme,CO2-Emissionen - Industrie - Heizöl,CO2-Emissionen - Industrie - Kraftstoffmix Verkehr,CO2-Emissionen - Industrie - Strom,CO2-Emissionen - Industrie - Summe,CO2-Emissionen - Kraftstoffmix Verkehr,CO2-Emissionen - Sektor Private Haushalte - Anteil,CO2-Emissionen - Sektor Private Haushalte - EE Wärme,CO2-Emissionen - Sektor Private Haushalte - Erdgas,CO2-Emissionen - Sektor Private Haushalte - Fernwärme,CO2-Emissionen - Sektor Private Haushalte - Heizöl,CO2-Emissionen - Sektor Private Haushalte - Kraftstoffmix Verkehr,CO2-Emissionen - Sektor Private Haushalte - Strom,CO2-Emissionen - Sektor Private Haushalte - Summe,CO2-Emissionen - Strom,CO2-Emissionen - Summe,CO2-Emissionen - Summe - Anteil,CO2-Emissionen - Summe - EE Wärme,CO2-Emissionen - Summe - Erdgas,CO2-Emissionen - Summe - Heizöl,CO2-Emissionen - Summe - Kraftstoffmix Verkehr,CO2-Emissionen - Summe - Strom,CO2-Emissionen - Summe -Fernwärme,CO2-Emissionen - Summe -Summe,CO2-Emissionen - Verkehr - Anteil,CO2-Emissionen - Verkehr - EE Wärme,CO2-Emissionen - Verkehr - Erdgas,CO2-Emissionen - Verkehr - Fernwärme,CO2-Emissionen - Verkehr - Heizöl,CO2-Emissionen - Verkehr - Kraftstoffmix Verkehr,CO2-Emissionen - Verkehr - Strom,CO2-Emissionen - Verkehr - Summe
2021,0.07,25.68,5.31,30.23,348.86,120189.23,85194.8,36684.48,0.0,306686.89,549104.26,7.54,10.51,0.0,107276.17,0.0,1630.82,0.0,82073.43,190980.43,30.27,28.09,1052.18,238981.29,11415.4,98807.49,0.0,159997.92,510254.3,31.1,100.0,100.0,1401.04,466446.7,137122.8,549780.0,564840.24,96610.2,1816201.01,31.15,0.0,0.0,0.0,0.0,549780.0,16082.0,565862.0
